Sender,Session_ID,Feature_Vector
user,3484,"[[ 5. 37.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3485,"[[ 26. 131.   2.   0.   0.   4.   0.   0.   0.   0.   0.   0.   0.   0.
    0.   0.   0.   0.   0.   0.   0.   0.   0.]]"
bot,3485,helaas
user,3485,"[[ 9. 48.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3486,[[2. 8. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]
bot,3486,helaas
user,3486,"[[ 5. 37.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3487,"[[ 9. 55.  1.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3487,helaas
user,3487,"[[ 6. 33.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3488,"[[ 3.  27.   1.   0.   0.1  0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   1.   0.   0.   0.   0.   0.   0.   0. ]]"
bot,3488,helaas
user,3488,"[[ 5. 36.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3489,"[[ 2. 10.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3489,helaas
user,3489,"[[ 7. 38.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3490,"[[ 3. 20.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3490,helaas
user,3490,"[[ 3. 22.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3491,"[[ 5. 22.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3491,helaas
user,3491,"[[11. 69.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3492,"[[ 3. 13.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3492,helaas
user,3492,"[[13.  69.   1.   0.4  0.5  1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0. ]]"
user,3493,"[[ 3.  17.   1.   0.5  1.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   3.   0.   0.   0.   0.   0.   0.   0.   0. ]]"
bot,3493,helaas
user,3493,"[[ 5. 37.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,2249,"[[ 3. 14.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,2249,helaas
user,2249,"[[ 3. 14.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3494,"[[ 3.10000000e+01  1.82000000e+02  1.00000000e+00 -1.33333333e-01
   5.50000000e-01  3.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00]]"
bot,3494,helaas
user,3494,"[[ 9. 61.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3495,"[[ 6. 28.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3495,helaas
user,3495,"[[ 6. 36.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3496,"[[ 1. 10.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3496,helaas
user,3496,"[[ 1. 10.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3497,"[[ 6.60e+01  3.98e+02  4.00e+00 -1.25e-01  7.00e-01  6.00e+00  0.00e+00
   0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
   0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
   0.00e+00  0.00e+00]]"
bot,3497,helaas
user,3497,"[[ 2.30e+01  1.58e+02  4.00e+00 -1.25e-01  7.00e-01  2.00e+00  0.00e+00
   0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
   0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
   0.00e+00  0.00e+00]]"
user,3498,"[[ 20.  132.    1.   -0.6   0.9   2.    0.    0.    0.    0.    0.    0.
    0.    0.    1.    1.    0.    0.    0.    0.    0.    0.    0. ]]"
bot,3498,helaas
user,3498,"[[ 6. 37.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3499,"[[14.  81.   1.   0.1  0.3  1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0. ]]"
bot,3499,helaas
user,3499,"[[ 5. 37.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3500,"[[ 3.  14.   1.   0.5  0.8  0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0. ]]"
bot,3500,helaas
user,3500,"[[ 4. 29.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3501,"[[ 1.81000000e+02  1.17900000e+03  1.30000000e+01 -5.46296296e-02
   7.38888889e-01  1.00000000e+01  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  3.00000000e+00  3.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
bot,3501,helaas
user,3501,"[[ 5. 23.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,2250,"[[ 7.   61.    1.   -0.65  0.9   0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.  ]]"
bot,2250,helaas
user,2250,"[[ 7.   61.    1.   -0.65  0.9   0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.  ]]"
user,3502,"[[ 4. 18.  1.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3502,helaas
user,3502,"[[ 2. 17.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3503,"[[ 3. 18.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3503,helaas
user,3503,"[[ 5. 37.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3504,"[[ 3. 11.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3504,helaas
user,3504,"[[ 5. 37.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3505,"[[ 1. 11.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3505,helaas
user,3505,"[[ 5. 37.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3506,"[[ 2. 17.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3506,helaas
user,3506,"[[ 5. 27.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,2251,"[[16.  94.   1.   0.4  0.5  2.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0. ]]"
bot,2251,helaas
user,2251,"[[ 3.  24.   1.   0.4  0.5  0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0. ]]"
user,2252,"[[ 6. 44.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,2252,helaas
user,2252,"[[ 9. 52.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3507,"[[ 7. 42.  2.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  1.]]"
bot,3507,helaas
user,3507,"[[ 5. 37.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3508,"[[ 2. 21.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3508,helaas
user,3508,"[[ 9.  57.   1.  -0.1  0.8  1.   0.   0.   0.   0.   0.   0.   0.   0.
   1.   0.   0.   0.   0.   0.   0.   0.   0. ]]"
user,2253,"[[ 5.  38.   1.   0.   0.2  0.   0.   0.   0.   0.   0.   0.   0.   0.
   1.   0.   0.   0.   0.   0.   0.   0.   0. ]]"
bot,2253,helaas
user,2253,"[[ 2. 13.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3509,[[1. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]
bot,3509,helaas
user,3509,"[[ 1.0e+01  6.5e+01  1.0e+00 -5.0e-02  9.0e-01  3.0e+00  0.0e+00  0.0e+00
   0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00
   0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00]]"
user,3510,[[1. 8. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]
bot,3510,helaas
user,3510,"[[ 7. 36.  1.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3511,"[[ 7.30000000e+01  4.66000000e+02  6.00000000e+00 -9.16666667e-02
   4.16666667e-01  6.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00]]"
bot,3511,helaas
user,3511,"[[ 5. 37.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3512,"[[ 3. 36.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3512,helaas
user,3512,"[[ 2. 19.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3513,"[[ 1. 11.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3513,helaas
user,3513,"[[ 23. 135.   2.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   11.   0.   0.   0.   0.   0.   0.   0.   0.]]"
user,2254,[[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]
bot,2254,helaas
user,2254,"[[ 5. 33.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,2255,[[2. 8. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]
bot,2255,helaas
user,2255,"[[ 2. 14.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3514,"[[ 1. 10.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3514,helaas
user,3514,[[1. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]
user,3515,"[[2.14000000e+02 1.32300000e+03 1.10000000e+01 3.88888889e-02
  3.77777778e-01 7.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00]]"
bot,3515,helaas
bot,3515,"[[10.    66.     1.    -0.075  0.5    2.     0.     0.     0.     0.
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
   0.     0.     0.   ]]"
user,3516,"[[ 4. 29.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3516,helaas
user,3516,"[[ 6. 39.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3517,"[[ 3. 14.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3517,helaas
user,3517,[[1. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]]
user,3518,"[[ 5. 33.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3518,helaas
user,3518,"[[ 5. 37.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3519,"[[ 5. 36.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3519,helaas
user,3519,"[[ 18.  114.    1.    0.    0.3   2.    0.    0.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]]"
user,3519,"[[ 5. 27.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3519,helaas
user,3519,"[[ 9. 54.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3520,"[[ 46.   248.     5.    -0.65   0.9    5.     0.     0.     0.     0.
    0.     0.     0.     0.     1.     0.     0.     0.     0.     0.
    0.     0.     0.  ]]"
bot,3520,helaas
user,3520,"[[ 9. 52.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3521,"[[ 7.500e+01  4.750e+02  4.000e+00 -3.125e-01  5.000e-01  3.000e+00
   0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
   0.000e+00  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00
   0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00]]"
bot,3521,helaas
user,3521,[[1. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]
user,3522,"[[ 18.   118.     3.    -0.15   0.5    4.     0.     0.     0.     0.
    0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.  ]]"
bot,3522,helaas
user,3522,"[[ 1. 11.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3523,"[[ 5.90e+01  3.52e+02  7.00e+00 -5.00e-02  7.50e-02  5.00e+00  0.00e+00
   0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
   1.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
   0.00e+00  0.00e+00]]"
bot,3523,helaas
user,3523,"[[ 7. 49.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3524,"[[ 2.  15.   1.   0.1  0.3  0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0. ]]"
bot,3524,helaas
user,3524,"[[ 7.  44.   1.   0.4  0.5  1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0. ]]"
user,3525,"[[1.  9.  1.  0.  0.3 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. ]]"
bot,3525,helaas
user,3525,"[[ 5. 37.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3526,"[[ 3. 22.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3526,helaas
user,3526,"[[ 5. 37.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3527,"[[ 3. 26.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3527,helaas
user,3527,"[[ 8. 75.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3528,"[[ 6.   50.    1.   -0.65  0.9   0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.  ]]"
bot,3528,helaas
user,3528,"[[ 5.   28.    1.   -0.65  0.9   1.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.  ]]"
user,3529,"[[ 1. 18.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3529,helaas
user,3529,"[[ 6.  39.   1.  -0.2  0.2  0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0. ]]"
user,2256,"[[ 3.700e+01  2.420e+02  3.000e+00 -1.875e-01  4.000e-01  6.000e+00
   0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
   0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
   0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00]]"
bot,2256,helaas
user,2256,"[[ 1. 10.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,2257,"[[ 2. 20.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,2257,helaas
user,2257,"[[ 1.   4.   1.  -0.2  0.4  0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0. ]]"
user,3530,"[[ 2. 15.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3530,helaas
user,3530,"[[ 5. 37.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3531,"[[2.  7.  1.  0.5 1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. ]]"
bot,3531,helaas
user,3531,"[[ 2. 18.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3532,"[[ 2. 12.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3532,helaas
user,3532,"[[ 5. 37.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3533,[[1. 7. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]
bot,3533,helaas
user,3533,"[[ 5. 37.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3534,"[[ 42.  209.    3.   -0.5   0.7   7.    0.    0.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]]"
bot,3534,helaas
user,3534,"[[12. 55.  2.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,2258,"[[ 3. 14.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,2258,helaas
user,2258,"[[ 3. 14.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3535,"[[ 4. 28.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3535,helaas
user,3535,"[[ 3. 22.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,2259,[[1. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]]
bot,2259,helaas
user,2259,[[1. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]]
user,3536,"[[ 4. 28.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3536,helaas
user,3536,"[[ 2. 19.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3537,"[[ 6. 29.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  4.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3537,helaas
user,3537,"[[ 2. 16.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3538,"[[ 5. 33.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3538,helaas
user,3538,"[[ 6. 34.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,2260,"[[ 32. 183.   1.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.
    9.   0.   0.   0.   0.   0.   0.   0.   0.]]"
bot,2260,helaas
user,2260,"[[ 4. 32.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
   0.  0.  0.  0.  0.]]"
user,3539,"[[ 7. 34.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,3539,helaas
user,3539,"[[ 2. 19.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,2261,"[[ 8. 54.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  4.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
bot,2261,helaas
user,2261,"[[ 8. 54.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  4.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3540,"[[ 3.30000000e+01  2.09000000e+02  2.00000000e+00 -1.16666667e-01
   4.50000000e-01  3.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00]]"
bot,3540,helaas
user,3540,"[[ 8. 66.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
   0.  0.  0.  0.  0.]]"
user,3541,"[[8.20e+01 4.87e+02 6.00e+00 0.00e+00 1.00e-01 5.00e+00 0.00e+00 0.00e+00
  0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.00e+00 0.00e+00
  0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00]]"
bot,3541,helaas
